"cafeno","name","address","business_hours","tel"
"81863","소셜클럽서울","서울 마포구 포은로8길 32","",""
"81864","나오니","서울 마포구 희우정로16길 16","매일 11:00 ~ 21:00",""
"81865","지에스씨인터내셔날","서울 마포구 동교로 65","","02-325-3031"
"81866","마르뜨","서울 마포구 포은로 106-1 1층","화~일 10:30 ~ 22:00","010-2638-3442"
"81867","망원그커피","서울 마포구 월드컵로 99 1층","",""
"81870","엑스개러지","서울 마포구 망원로6길 30","매일 12:00 ~ 24:00","02-322-4177"
"81873","컵스커피","서울 마포구 포은로 107","화~일 12:00 ~ 22:00",""
"81876","소소한작업실","서울 마포구 희우정로12길 8","","02-336-7452"
"81877","마가렡 양갱상점","서울 마포구 희우정로10길 15 대림아파트상가 106호","금,토 13:00 ~ 20:00",""
"81878","한드드립","서울 마포구 포은로 80 1층","매일 12:00 ~ 22:00",""
"81879","유지엄","서울 마포구 망원로6길 56 2층","","0507-1399-1128"
"81881","노컨셉카페","서울 마포구 동교로 75","","070-4208-1230"
"81883","817","서울 마포구 포은로 83","",""
"81884","카페더플레이즈안지","서울 마포구 동교로9길 56","",""
"81887","GSC그린커피","서울 마포구 동교로 65","",""
"81888","우노피크닉 망원점","서울 마포구 망원로2길 95-8 아키텍트 지하1층","","010-4131-6788"
"81890","망원동그라미","서울 마포구 망원로8길 67 1층","",""
"81894","정원속화실담다","서울 마포구 망원로6길 41","",""
"81895","쿤스트할레 망원","서울 마포구 희우정로20길 65 1층","",""
"81896","파인트리","서울 마포구 동교로 41 1층","월,화,수,금,토 10:00 ~ 24:00","02-336-8383"
"81897","미로테이블","서울 마포구 포은로 90 3층 302호","매일 11:00 ~ 23:00","02-336-4587"
"81899","금술다방","서울 마포구 월드컵로13길 19-23","","070-4413-7700"
"81902","아르브수카주","서울 마포구 희우정로20길 22-13 1층","","02-336-0905"
"81903","빈트리이백이십오 망원점","서울 마포구 망원로 22 지하1층","","02-3144-2670"
"81904","베러댄알콜","서울 마포구 희우정로16길 50 1층","목~일 12:00 ~ 21:00","070-8251-0466"
"81905","하우원더풀","서울 마포구 동교로9길 23 1층","","02-337-3443"
"81907","카페앤쥬","서울 마포구 망원로 62 1층","",""
"81908","카페보라카이","서울 마포구 희우정로16길 42 1층 101호","",""
"81909","투헌드레드피프틴","서울 마포구 포은로 84","",""
"81910","리히트","서울 마포구 포은로 111 1층","매일 11:00 ~ 21:00",""
"81911","방그래다방","서울 마포구 망원로 62","",""
"81913","토프레소 망원 글로리하우스점","서울 마포구 희우정로 90","","070-4255-2110"
"81914","소셜네트워크카페 VIA","서울 마포구 동교로9길 10","","070-8805-2554"
"81915","카페블랑슈","서울 마포구 동교로 79","월~금 10:00 ~ 22:00","02-3338-0813"
"81916","커피&키스링","서울 마포구 동교로 81","",""
"81917","토프레소 홍대강변호텔점","서울 마포구 희우정로 90","",""
"81918","블랙바틀","서울 마포구 희우정로 77 마포한강아이파크상가 106호","",""
"81919","수커피 망원점","서울 마포구 포은로 70-1","",""
"81920","다락커피","서울 마포구 희우정로 115","",""
"81921","라곰","서울 마포구 동교로9길 44","",""
"81922","이이알티 망원","서울 마포구 포은로 105-1 1,2층","매일 12:00 ~ 22:30","0507-1380-6610"
"81923","청시절","서울 마포구 월드컵로23길 18 102호","월,수,목,금,토,일 12:00 ~ 22:00","010-8100-2648"
"81924","스프링스","서울 마포구 희우정로 77 마포한강아이파크 상가 1층 102호","",""
"81925","다크드립","서울 마포구 망원로6길 37 지하 1층","","0507-1407-5965"
"81928","더팩토리","서울 마포구 월드컵로15길 23","",""
"81929","샐러드앤커피 망원직영본점","서울 마포구 월드컵로23길 4","",""
"81930","얼라이브214","서울 마포구 월드컵로13길 34","",""
"81931","노란코끼리","서울 마포구 망원로6길 21","",""
"81932","카페","서울 마포구 희우정로20길 22-13","",""
"81933","쿠키커피","서울 마포구 월드컵로13길 17","",""
"81934","미니멀","서울 마포구 포은로 70 1층","화~일 11:30 ~ 20:00","070-8814-2829"
"81935","블라블라","서울 마포구 월드컵로19길 8","",""
"81936","피드백","서울 마포구 포은로 112","","02-323-0249"
"81937","원앤온리","서울 마포구 월드컵로13길 79 102호","화~일 12:00 ~ 21:00",""
"81938","방그레가방","서울 마포구 망원로 62 1층","매일 11:00 ~ 22:00",""
"81939","미가도","서울 마포구 포은로 63","",""
"81940","AIT","서울 마포구 망원로4길 23 1층","",""
"81941","카페EXP","서울 마포구 포은로5길 33","",""
"81942","시티즌","서울 마포구 망원로2길 96 1층","화~일 12:00 ~ 21:00",""
"81945","프런트데스크","서울 마포구 망원로 51 2층","월,화,수,금,토,일 12:00 ~ 22:00","070-4106-0210"
"81946","일상다반사","서울 마포구 망원로 87 1층","",""
"81950","망원다방","서울 마포구 포은로 118","","010-4900-8586"
"81957","계절과자점","서울 마포구 월드컵로25길 58","영업시간 목~일 12:00 ~ 19:00","02-336-8062"
"81958","쥬씨 망원시장점","서울 마포구 망원로 77 1층","",""
"81961","대루커피","서울 마포구 동교로 70 소와소빌딩 1층","수~일 10:00 ~ 20:00","070-7797-2162"
"81962","카페컬러","서울 마포구 월드컵로7길 70 1층","화~토 10:00 ~ 21:00",""
"81963","아이덴티티커피랩","서울 마포구 망원로11길 41 1층","",""
"81965","르뽀","서울 마포구 포은로 117","화~일 10:00 ~ 20:00",""
"81969","커피력","서울 마포구 동교로 30 1층","",""
"81972","우리지금여기","서울 마포구 월드컵로25길 89","",""
"81974","로라","서울 마포구 월드컵로25길 95 1층","","02-332-2595"
"81975","그린나무","서울 마포구 월드컵로 106 2층","","02-323-0083"
"81977","카페하임","서울 마포구 월드컵로25길 26 101동 16,18,19호","","02-323-1228"
"81983","꽃다운카페","서울 마포구 동교로8길 5","월~금 07:30 ~ 21:00","070-7809-7888"
"81985","루틸","서울 마포구 포은로 136 1층","화~일 11:00 ~ 21:30",""
"81987","굿디드","서울 마포구 망원로11길 29 1층","",""
"81991","점프노리 망원점","서울 마포구 월드컵로 123 3층","매일 11:00 ~ 21:00","02-318-4210"
"81993","비","서울 마포구 월드컵로25길 68","",""
"81996","레코즈커피","서울 마포구 월드컵로7길 44","",""
"81998","카페인스타 쌍둥이자리점","서울 마포구 월드컵로25길 26","",""
"81999","카페갤러리원","서울 마포구 월드컵로14길 17","월~금 10:00 ~ 22:00","070-4349-3553"
"82000","할루","서울 마포구 포은로 133 1층","",""
"82004","손탁커피 작은무대점","서울 마포구 동교로 30 1층","",""
"82005","카페단꿈","서울 마포구 포은로 139","",""
"82006","모우","서울 마포구 포은로 50","월,수,목,금,토,일 10:00 ~ 21:00","02-3144-2229"
"82007","55라이트","서울 마포구 희우정로 58 1층","수~금 12:00 ~ 20:00",""
"82010","샐리인더플라워","서울 마포구 성미산로2길 37 2층","","02-6014-4624"
"82012","오늘의커피","서울 마포구 동교로 40","",""
"82013","카페루틸","서울 마포구 포은로 136 1층","",""
"82017","커피크레이프","서울 마포구 망원로11길 29","",""
"82018","리브스","서울 마포구 망원로11길 50 1층","매일 09:00 ~ 23:00","02-334-2815"
"82023","이디야커피 한강공원로점","서울 마포구 망원로 21 1층","월~금 08:00 ~ 23:00","02-334-3355"
"82024","베로키오","서울 마포구 성미산로 19","","02-323-3071"
"82026","프리마떼","서울 마포구 월드컵로 35 2층","매일 10:00 ~ 22:00","02-304-7444"
"82027","레이브 에스프레소바","서울 마포구 성미산로1길 67 1층","매일 09:00 ~ 22:00","02-3144-0262"
"82028","찬찬커피로스터스","서울 마포구 방울내로 61","매일 08:00 ~ 20:00","02-6397-8008"
"82029","작은나무협동조합","서울 마포구 성미산로3길 2","월~금 10:00 ~ 22:00","02-3144-6883"
"82030","파코","서울 마포구 망원로 33","","070-7886-7015"
"82035","부엉이빈커피","서울 마포구 희우정로 60","",""
"82037","더빈마켓 성산점","서울 마포구 성미산로 21-1 제일빌딩 1층","매일 08:00 ~ 23:00","02-325-3272"
"82038","밤부베이커리&브루잉","서울 마포구 월드컵로5길 33-23","매일 11:00 ~ 22:30","02-3144-0446"
"82043","퀜치커피","서울 마포구 동교로12안길 9 1층","월,화,수,금,토,일 11:30 ~ 20:30",""
"82044","합정리과일집","서울 마포구 포은로 37-1 1층","","02-6013-8384"
"82045","Tu vaso","서울 마포구 월드컵로16길 17 1층","","02-6403-8808"
"82048","뚜바쏘","서울 마포구 월드컵로16길 23 1층","","02-6403-8808"
"82049","취향관","서울 마포구 월드컵로5길 20","화~금 14:00 ~ 24:00","02-332-3181"
"82050","커피라서좋다","서울 마포구 망원로7길 54","",""
"82051","에피소드","서울 마포구 성미산로 16","","02-3141-7685"
"82054","어나더원커피","서울 마포구 성미산로6길 21 1층","월~금 10:00 ~ 20:00","02-322-4999"
"82055","망원경","서울 마포구 방울내로 54","",""
"82059","에플린크","서울 마포구 성미산로3길 32 1층","","070-4242-0403"
"82061","국민카페 ON AIR","서울 마포구 월드컵로 37 웰빙센터 지하1층","영업시간 월~금 12:00 ~ 18:00","02-3144-3917"
"82063","낙랑파라 망원점","서울 마포구 망원로 7-12 1,2층","매일 11:00 ~ 22:00","02-335-2282"
"82066","헬로굿바이","서울 마포구 동교로12길 41 1층","영업시간 매일 10:00 ~ 18:00",""
"82069","카페요이","서울 마포구 월드컵로 47","월~금 11:00 ~ 22:00",""
"82071","써니가든(SUNNYGARDEN)","서울 마포구 망원로1길 24","","02-325-2824"
"82078","아띠","서울 마포구 동교로13길 38 1층","화~일 11:00 ~ 20:00","02-332-4740"
"82080","뉴웨이브","서울 마포구 방울내로 40","","02-322-1638"
"82082","빌리프커피로스터스","서울 마포구 양화로11길 50 1층","매일 09:30 ~ 23:30","02-322-3100"
"82083","아이디오스커피","서울 마포구 월드컵로 53","매일 11:00 ~ 23:00",""
"82087","허스","서울 마포구 방울내로 80","","070-7572-8013"
"82089","빈즈메이드","서울 마포구 동교로13길 20","","02-3142-9885"
"82090","엠커피","서울 마포구 동교로12안길 23","월~금 10:00 ~ 20:00",""
"82092","커피엔아티스트","서울 마포구 성미산로 22","",""
"82093","공차 합정교보문고점","서울 마포구 월드컵로3길 14 푸르지오2차 딜라이트스퀘어 B동 지하1층 B137호","매일 10:30 ~ 22:00","02-332-3500"
"82094","온도","서울 마포구 포은로2나길 46 지하1층","영업시간 매일 10:00 ~ 19:00","010-4540-4286"
"82096","코코모코","서울 마포구 동교로13길 14","월~금 08:00 ~ 20:00",""
"82098","카마르커피로스터스","서울 마포구 성미산로 34 덕산빌딩 1층","","02-6339-7028"
"82099","오월애","서울 마포구 월드컵로 147 한익빌딩 2층","","02-335-0722"
"82100","카페고마워늘","서울 마포구 월드컵로1길 43 2층","",""
"82105","크림포인트","서울 마포구 방울내로 90","",""
"82106","그린","서울 마포구 월드컵로5길 61","월,수,목,금,토,일 12:00 ~ 21:00",""
"82110","더빅","서울 마포구 월드컵로 50 1층 101B호","",""
"82111","스이츠","서울 마포구 포은로 13 1층","","070-8778-1226"
"82112","카페공캠","서울 마포구 잔다리로 111 지하1층","매일 08:30 ~ 20:30","070-4221-7788"
"82113","라비데마히","서울 마포구 잔다리로 131-8","","070-7420-1855"
"82114","카페소담","서울 마포구 월드컵로14길 50-13","매일 09:00 ~ 20:00",""
"82118","스타벅스 합정점","서울 마포구 월드컵로1길 14","월~금 07:00 ~ 22:00","1522-3232"
"82124","슈가박스","서울 마포구 방울내로 24 1 층","영업시간 월,수,금,토,일 11:00 ~ 18:00","070-8836-8660"
"82125","카페리","서울 마포구 동교로8길 58","",""
"82126","루카스초이스","서울 마포구 월드컵로10길 40","","02-6080-1924"
"82129","AT21","서울 마포구 희우정로 35","",""
"82131","플랫랜드","서울 마포구 동교로17길 37","화~일 11:00 ~ 22:00","02-322-0065"
"82132","달빛에홀린두더지","서울 마포구 월드컵로 35","","02-325-2690"
"82135","손탁커피공방대열","서울 마포구 희우정로1길 6","","02-6012-8197"
"82138","폴바셋 교보문고합정점","서울 마포구 월드컵로1길 14 딜라이트 스퀘어 지하2층","매일 10:30 ~ 22:00","02-332-7094"
"82140","커피빈 합정푸르지오점","서울 마포구 월드컵로3길 14 푸르지오 2차 1층","월~금 07:00 ~ 22:30","02-338-7684"
"82142","카페펜타곤","서울 마포구 포은로 27","",""
"82144","카페208도씨","서울 마포구 성미산로 35","월~금 09:00 ~ 20:00","02-6104-2448"
"82150","쇼콜라윰 망원점","서울 마포구 월드컵북로7길 76-14","","02-336-1027"
"82156","우리홈","서울 마포구 포은로 21","",""
"82157","스타벅스 합정메세나몰점","서울 마포구 양화로 45 메세나폴리스 지하 1층 161~164호","월~금 07:00 ~ 22:00","1522-3232"
"82159","에반커피","서울 마포구 월드컵로10길 37","월~금 07:30 ~ 22:00","02-322-0504"
"82160","릴리펏 합정메세나폴리스점","서울 마포구 양화로 45 1층","월~금 11:00 ~ 21:00","02-336-7701"
"82164","어드벤처스토리","서울 마포구 동교로12길 36","",""
"82166","커피폴리","서울 마포구 양화로11길 14 1층","월~금 07:00 ~ 23:00",""
"82169","로스팅마스터즈 2호점","서울 마포구 양화로7길 53","월~금 08:30 ~ 20:30","070-8633-1192"
"82173","할리스커피 합정역점","서울 마포구 양화로 36 2층","매일 00:00 ~ 24:00","02-6204-1234"
"82177","루프트커피 합정점","서울 마포구 양화로8길 32-10","매일 11:00 ~ 23:00","02-332-1211"
"82180","꾸머카페","서울 마포구 성지길 36-5","매일 07:00 ~ 23:00","02-322-8930"
"82185","카페와디즈","서울 마포구 독막로2길 31 청암빌딩 1층","매일 12:00 ~ 21:00",""
"82186","파스쿠찌 메세나폴리스점","서울 마포구 양화로 45","목~토 08:00 ~ 23:30","02-325-4100"
"82187","에이브릭","서울 마포구 동교로 106","월~금 11:00 ~ 23:00","070-4124-0078"
"82188","EGO","서울 마포구 양화로8길 32-17 1층","월~금 11:30 ~ 21:00","02-338-9342"
"82190","미스터브리즈커피 성산점","서울 마포구 성미산로 43","","02-336-5300"
"82198","일리카페 메세나폴리스점","서울 마포구 양화로 45 1층 130호","매일 08:00 ~ 23:00","02-336-1282"
"82200","cafe 제1막제1장","서울 마포구 성미산로 50","","070-8704-8484"
"82201","나인나인","서울 마포구 월드컵북로5길 22 국일빌딩 301호","영업시간 월~금 11:00 ~ 19:00","070-7604-2853"
"82202","빽다방 합정역점","서울 마포구 월드컵로1길 14 마포한강푸르지오 지하1층 112-1호","월~금 07:30 ~ 21:00","02-336-7105"
"82206","엔타이스","서울 마포구 성미산로 58","",""
"82208","어반플랜트","서울 마포구 독막로4길 3 1,2층","매일 10:00 ~ 23:00","070-4192-0378"
"82213","포렛","서울 마포구 월드컵로12길 53 1층","",""
"82214","디얼브라운","서울 마포구 독막로2길 18","매일 12:00 ~ 22:00","070-4222-9555"
"82217","낮인더무드","서울 마포구 독막로3길 24-9","월,수,목,금,토,일 11:30 ~ 21:00",""
"82219","서치홀","서울 마포구 동교로23길 98-9","화~일 11:00 ~ 20:00","02-426-4039"
"82222","블랙커피","서울 마포구 방울내로9안길 72","","02-333-1364"
"82224","헤이데어","서울 마포구 양화로16길 14-16","월~금 11:00 ~ 23:00","02-333-6707"
"82226","지쿠커피","서울 마포구 월드컵로14길 60","",""
"82229","문학살롱 초고","서울 마포구 독막로2길 30 지하 1층","수~금 17:00 ~ 01:00",""
"82231","달랜커피","서울 마포구 월드컵로3길 14 마포한강2차 푸르지오아파트 상가 1층 107호","",""
"82232","송다방","서울 마포구 포은로 14","",""
"82233","이디야커피 합정홈플러스점","서울 마포구 양화로 45","","02-322-9122"
"82234","라이킷","서울 마포구 월드컵로12길 53 우영빌딩 1층","",""
"82236","카페시루모락","서울 마포구 양화로10길 20 1층 101호","금,토 11:00 ~ 22:00","0507-1323-0201"
"82237","퍼블릭캠프","서울 마포구 잔다리로 111 지하1층","",""
"82238","카페다카포","서울 마포구 동교로17길 34","","02-336-0316"
"82240","플로디","서울 마포구 월드컵로3길 14 2층 223호","","02-332-8392"
"82243","그레이랩","서울 마포구 토정로3길 16","월~금 10:00 ~ 22:00","02-333-5694"
"82246","호텔드코드","서울 마포구 잔다리로 39 로뎀빌딩 지하1층","매일 10:00 ~ 23:40","02-326-0610"
"82247","카페12PM 합정점","서울 마포구 희우정로1길 6-3","",""
"82249","아르데슈아","서울 마포구 양화로15안길 3 윤현빌딩 1층","매일 12:00 ~ 20:00","02-325-9100"
"82251","퍼스트펭귄카페","서울 마포구 잔다리로 47","","02-323-6377"
"82252","카페LIKIT","서울 마포구 월드컵로12길 53 1층 카페LIKIT","월~금 10:00 ~ 20:00",""
"82253","카페 사운드웨이브","서울 마포구 독막로3길 24 3층","","070-8825-3758"
"82254","미카야","서울 마포구 동교로 145-1","화~일 14:00 ~ 22:00","02-3143-3579"
"82258","미홍 메세나폴리스점","서울 마포구 양화로 45 메세나폴리스몰 B183호","매일 09:00 ~ 23:00","02-3141-8008"
"82259","힐로커피","서울 마포구 희우정로1길 6-3","",""
"82260","디어라이프카페","서울 마포구 양화로12길 16-9 북앤빌딩 지하1층","월~토 08:30 ~ 20:00","02-6949-0039"
"82264","943킹스크로스","서울 마포구 양화로16길 24","금~일 09:30 ~ 22:30","02-3144-2112"
"82270","카페크레마","서울 마포구 양화로3길 15","",""
"82272","카페아비오","서울 마포구 성미산로 82 1층","","02-333-9587"
"82273","세인트아이브스","서울 마포구 독막로5길 23","월~토 11:00 ~ 23:00","02-337-7017"
"82274","카페꽃길정류장","서울 마포구 방울내로9안길 72","",""
"82275","A블락카페","서울 마포구 동교로 106-5","",""
"82276","커피상점이심","서울 마포구 잔다리로7길 18","화~일 13:00 ~ 21:00",""
"82277","카페루트나인 서교점","서울 마포구 잔다리로 73","매일 08:00 ~ 24:00","02-336-0712"
"82278","어터","서울 마포구 포은로 12","",""
"82280","카페리마포구민체육센터점","서울 마포구 월드컵로25길 190","","02-336-4499"
"82282","체커키즈","서울 마포구 월드컵로3길 14","",""
"82285","스노잉 합정점","서울 마포구 성지길 22 1층","월~금 09:00 ~ 22:00","02-332-1278"
"82286","빈브라더스 합정점","서울 마포구 토정로 35-1","매일 11:00 ~ 23:00","02-6012-2001"
"82287","용다방","서울 마포구 독막로3길 51 지하 1층","월~금 11:30 ~ 24:00","02-6405-6830"
"82300","레드문516","서울 마포구 월드컵북로 94 유일빌딩 1층","","070-8846-0516"
"82304","이디야커피 성산중앙점","서울 마포구 성미산로 78","영업시간 매일 09:00 ~ 22:00","02-336-5577"
"82313","조슈아채플","서울 마포구 월드컵북로 65 2층","","02-326-3927"
"82314","NIT커피","서울 마포구 월드컵북로23길 13","",""
"82316","레버즈","서울 마포구 연남로11길 65 1층","영업시간 금,토 13:00 ~ 20:00",""
"82321","문희","서울 마포구 잔다리로 132","",""
"82324","덤보아일랜드","서울 마포구 월드컵로 134 금수빌딩 1층","","070-4227-9915"
"82325","테리장 커피스탠드","서울 마포구 성미산로 62 1층","",""
"82326","빛바람","서울 마포구 월드컵북로 57 1층 101호","영업시간 월,화,목,금,토,일 11:00 ~ 22:00",""
"82329","매머드커피 마포중앙도서관점","서울 마포구 성산로 128 지하 1층","영업시간 매일 09:00 ~ 21:00","070-4189-3592"
"82330","오후의작은선물","서울 마포구 동교로23길 98-7","영업시간 월~토 11:00 ~ 21:00",""
"82331","카페앤드에이","서울 마포구 성미산로3길 24 지하1층","영업시간 월~금 09:00 ~ 23:00","02-6013-7709"
"82332","코니카페","서울 마포구 성산로4길 9","",""
"82334","아지베커피","서울 마포구 성미산로 92 의집빌딩 1층","영업시간 매일 11:00 ~ 22:00",""
"82337","보성다방","서울 마포구 월드컵로 128","",""
"82338","카페모아 마포중앙도서관점","서울 마포구 성산로 128 2층 2호","","02-332-4388"
"82339","박군커피 본점","서울 마포구 월드컵북로 75","영업시간 월~금 09:00 ~ 23:00",""
"82346","일레븐나인","서울 마포구 성미산로 62","","070-4028-1695"
"82348","하늘물고기","서울 마포구 성미산로1길 56","","070-8721-0389"
"82349","미스티브라운 성산직영점","서울 마포구 월드컵북로 75","",""
"82350","블리스","서울 마포구 월드컵로 116","","02-326-1811"
"82355","로뎀나무","서울 마포구 성미산로1길 56","",""
"82356","카페AM","서울 마포구 성미산로 62","","070-4028-1695"
"82358","쇼킹","서울 마포구 성미산로 7","","02-334-4350"
"82359","카페다커피","서울 마포구 월드컵북로 94","",""
"82360","에이드빈","서울 마포구 성미산로 62","",""
"82361","빈포유","서울 마포구 월드컵북로 58","",""
"82362","가장개인적인카페","서울 마포구 연남로11길 60 1층","","02-3142-0612"
"82365","카페일출봉","서울 마포구 월드컵북로27길 7 지하 1층","월,수,목,금,토,일 12:00 ~ 24:00",""
"82366","카페더크레마 마포구청점","서울 마포구 월드컵로31길 6 1층","","02-333-0870"
"82370","커피앤스쿱","서울 마포구 월드컵로34길 14 101호","","02-333-1010"
"82380","그린바이브","서울 마포구 월드컵로34길 14 1층","영업시간 월~토 08:00 ~ 20:00","02-3152-0629"
"82381","그리다","서울 마포구 망원로11길 68","",""
"82384","토끼의기억커피","서울 마포구 월드컵로 133 1층","영업시간 월,화,수,목,금,일 08:00 ~ 18:00","02-332-2303"
"82388","베이컨트샵","서울 마포구 월드컵로29길 45-10","영업시간 수~일 12:00 ~ 22:00","02-6449-1021"
"82392","커피덕","서울 마포구 망원로11길 20","영업시간 월,화,목,금,토,일 10:00 ~ 22:00","02-333-0752"
"82394","몬스터엔젤","서울 마포구 월드컵로 137","",""
"82401","허스커피","서울 마포구 방울내로 71","","02-326-3119"
"82406","글래드위드커피 망원점","서울 마포구 망원로10길 3 1,2층","","02-323-0202"
"82407","정커피숍","서울 마포구 방울내로7길 17","","02-324-4037"
"82408","호두커피","서울 마포구 월드컵로29길 51 1층","영업시간 월~토 11:30 ~ 17:30",""
"82410","메르시보꾸","서울 마포구 망원로7길 31-18 1층","영업시간 수~토 11:00 ~ 20:00",""
"82414","사치","서울 마포구 월드컵로21길 14 1층","영업시간 매일 11:00 ~ 23:00",""
"82421","카페홈즈","서울 마포구 망원로 73 2층","영업시간 화~토 11:00 ~ 22:00",""
"82423","망원동미쓰리","서울 마포구 방울내로 66","","02-6101-2879"
"82424","도쿄빙수 본점","서울 마포구 포은로8길 9","영업시간 화~일 12:00 ~ 22:00","02-6409-5692"
"82426","지하로카페","서울 마포구 성암로3길 30","",""
"82427","해피맘","서울 마포구 월드컵로31길 48","","02-303-1522"
"82428","당인리책발전소","서울 마포구 월드컵로14길 10-8 1층","영업시간 매일 10:00 ~ 22:00",""
"82433","플랙아이리스","서울 마포구 월드컵로23길 20 2층","영업시간 월,수,목,금,토,일 11:00 ~ 21:00",""
"82434","충무다방","서울 마포구 월드컵로 103","","02-334-4581"
"82439","카페여유","서울 마포구 망원로 62-1 1층","영업시간 매일 10:00 ~ 23:00","02-6396-9544"
"82440","마리웨일237 망원점","서울 마포구 포은로 129","","02-6409-4495"
"82442","딥블루레이크 커피로스터스","서울 마포구 포은로6길 11","영업시간 매일 11:00 ~ 22:00","02-323-8532"
"82443","정숙한 매미","서울 마포구 망원로 79 3층","수~금 17:00 ~ 24:00",""
"82445","카페디아떼","서울 마포구 월드컵로 111","",""
"82446","모이키즈카페","서울 마포구 월드컵북로 218 3층","영업시간 매일 11:00 ~ 20:00","070-8156-3000"
"82449","마이도시 마포구청점","서울 마포구 월드컵로 212","","02-2122-5531"
"82452","카페밤비","서울 마포구 동교로9길 36 1층","영업시간 매일 11:30 ~ 22:00",""
"82453","몹시3","서울 마포구 서교동 3","",""
"82457","그루브트레인","서울 마포구 망원로7길 31-14","",""
"82458","더치폴카페","서울 마포구 포은로 128 중보빌딩 1층 3호","","070-8886-5038"
"82459","제이드머그","서울 마포구 포은로 117 메디움 2층","","02-6954-0970"
"82466","상도다방","서울 마포구 월드컵로25길 74 1층","",""
"82467","바온하우스","서울 마포구 성미산로17길 62","영업시간 화~일 12:00 ~ 20:00",""
"82468","블럭하우스 망원시장점","서울 마포구 망원로8길 6 국제시장 2층","","070-4790-8736"
"82476","세레니티139","서울 마포구 포은로 139 1층","","02-332-8437"
"82478","카페엠","서울 마포구 포은로6길 27 1층","월~토 10:00 ~ 02:00",""
"82481","메디스톤","서울 마포구 월드컵로25길 52","","02-322-2245"
"82483","그리트","서울 마포구 성미산로6길 53 1층","영업시간 월,화,수,금,토,일 11:00 ~ 20:00","02-6952-1021"
"82485","이디야커피 망원역점","서울 마포구 월드컵로 82-1","월~토 08:00 ~ 24:00","02-323-2144"
"82486","샐리청","서울 마포구 월드컵로23길 21","영업시간 화~토 12:00 ~ 21:00",""
"82487","이페커피","서울 마포구 포은로 134-1","",""
"82490","콘트라스트","서울 마포구 포은로 100 1층","영업시간 월~토 11:00 ~ 22:00",""
"82496","오로지","서울 마포구 월드컵로19길 25 1층","영업시간 월~토 12:00 ~ 22:00","010-2555-3285"
"82497","딩가케이크","서울 마포구 동교로29길 68","영업시간 금,토 10:30 ~ 23:00",""
"82500","모디가","서울 마포구 월드컵로23길 20","","010-5738-8728"
"82503","밀당제과","서울 마포구 망원로 67","",""
"82507","사운드스트레인지","서울 마포구 월드컵로29길 57 1층","영업시간 금~일 12:00 ~ 21:00","02-6405-2414"
"82511","까페빈틈","서울 마포구 망원로7길 3-6","","070-4120-8484"
"82513","벌스가든&하우스","서울 마포구 성미산로23길 44","영업시간 매일 12:00 ~ 22:00","070-8716-1888"
"82521","포비 합정점","서울 마포구 양화로3길 66","영업시간 매일 10:30 ~ 22:30","02-566-3861"
"82524","빌로우 망원점","서울 마포구 포은로6길 4","영업시간 매일 12:00 ~ 22:00",""
"82527","소풍","서울 마포구 월드컵로25길 68","","02-6091-4089"
"82529","커피호스피탈","서울 마포구 포은로 93 1,2층","영업시간 매일 10:30 ~ 22:00","02-323-5500"
"82535","코드크레인커피","서울 마포구 성암로 17 1층","","02-309-0109"
"82537","지능계발","서울 마포구 망원로2길 82 1층","영업시간 화~일 13:30 ~ 22:00","02-336-1945"
"82538","카페숍","서울 마포구 월드컵로19길 12","",""
"82541","대충유원지","서울 마포구 월드컵북로6길 37","영업시간 매일 12:30 ~ 22:00",""
"82542","알앤엠","서울 마포구 성미산로17길 12 1층","영업시간 금,토 12:00 ~ 21:00","070-7631-0909"
"82553","더페이머스램","서울 마포구 월드컵북로 19 1층","영업시간 매일 08:00 ~ 21:30",""
"82557","망원마중카페","서울 마포구 월드컵로25길 70","",""
"82559","카페그라우","서울 마포구 월드컵로17길 48 1층","","02-6369-9005"
"82564","카페플롬","서울 마포구 성미산로17길 48 1층","영업시간 매일 12:00 ~ 21:00",""
"82568","다르다","서울 마포구 연남동 366-27","영업시간 매일 11:00 ~ 19:00","02-323-3406"
"82572","피팅룸","서울 마포구 성미산로15길 16-3 1층 105호","영업시간 월~금 12:00 ~ 18:00",""
"82576","마핑파","서울 마포구 포은로 74 2층","영업시간 화~일 11:00 ~ 20:00","02-336-1600"
"82578","카페드롬 서교점","서울 마포구 월드컵로12길 1 2층","",""
"82579","더블하모니","서울 마포구 동교로 99","매일 12:00 ~ 01:00","02-763-0123"
"82589","무슈부부커피스탠드 망원점","서울 마포구 월드컵로15길 27","",""
"82590","리코프레소 망원점","서울 마포구 희우정로20길 66 1층","영업시간 월,화,목,금,토,일 11:00 ~ 22:00","070-7769-2250"
"82591","봄희","서울 마포구 성미산로23안길 21","화~토 14:00 ~ 02:00","070-4192-6764"
"82592","북까페산책 연남점","서울 마포구 성미산로17길 79","","070-7728-1122"
"82598","카멜비","서울 마포구 월드컵로13길 79 해오름 1층 101호","",""
"82602","월하정담","서울 마포구 포은로 105","월,수,목,금 18:00 ~ 24:00",""
"82604","키레네도시21C","서울 마포구 월드컵북로 48-3","",""
"82611","이름없는카페","서울 마포구 희우정로20길 22-13 1층","",""
"82615","아날로그가든","서울 마포구 동교로 145","영업시간 수~토 11:00 ~ 22:00",""
